,area_error_val,area_error_p_val,area_error_p_val_corrected_bool,area_error_p_val_corrected_val,area_error_abs_val,area_error_abs_p_val,area_error_abs_p_val_corrected_bool,area_error_abs_p_val_corrected_val,temporal_error_val,temporal_error_p_val,temporal_error_p_val_corrected_bool,temporal_error_p_val_corrected_val,d_val,d_p_val,d_p_val_corrected_bool,d_p_val_corrected_val,velocidad_media_val,velocidad_media_p_val,velocidad_media_p_val_corrected_bool,velocidad_media_p_val_corrected_val
0,-0.09918739126641307,0.50879,False,0.7720258823529412,0.12829015437645996,0.27361,False,0.8317744,4.842000000000045,0.83943,False,0.9299866666666666,-0.014649577773361955,0.61971,False,0.9597322222222223,-0.00014138601092335973,0.79507,False,0.8632188571428572
1,-0.0043082729393792984,0.9344,False,0.96779,-0.008072942656160875,0.91282,False,0.9523416216216216,2.042500000000075,0.95408,False,0.9883242666666666,0.010471605038356202,0.79701,False,0.9597322222222223,0.00016496290375075592,0.76276,False,0.8632188571428572
2,-0.002836907060542848,0.96779,False,0.96779,0.05590394366759088,0.74976,False,0.8889277611940299,13.08899999999997,0.50465,False,0.806075,-0.01116915599537549,0.53112,False,0.9387237209302326,-0.0005965685725997268,0.50832,False,0.8021257142857142
3,0.2890781074365181,0.24344,False,0.72116875,-0.21751324060451166,0.40101,False,0.8357132075471698,-36.136499999999984,0.18253,False,0.7162281081081081,-0.03719351702147211,0.15716,False,0.8531542857142858,0.0015692459750142745,0.15028,False,0.7118159999999999
4,-0.07032949921949155,0.6703,False,0.8382301639344262,0.01792082561411984,0.91873,False,0.9523416216216216,-36.23349999999985,0.17406,False,0.7162281081081081,-0.009067912771048015,0.50495,False,0.9387237209302326,0.001554626317277201,0.21577,False,0.7118159999999999
5,0.07409417673712881,0.60736,False,0.8382301639344262,-0.14921235606790373,0.15265,False,0.8286714285714286,-11.474499999999978,0.67185,False,0.8654338983050847,-0.02283515987621687,0.49542,False,0.9387237209302326,0.0004998396514805069,0.67434,False,0.8482703225806452
6,0.08384251516788988,0.73209,False,0.869356875,-0.0006188154350674768,0.96825,False,0.96825,-19.242500000000092,0.55361,False,0.8264101818181818,-0.0005298987490514051,0.95267,False,0.9784178378378379,0.0007408081656648351,0.56158,False,0.8183335849056604
7,0.154511271912595,0.48937,False,0.7720258823529412,-0.1307403802379653,0.36658,False,0.8357132075471698,-20.332000000000022,0.34869,False,0.7162281081081081,-0.014999952504960667,0.41319,False,0.9387237209302326,0.0007550688370549855,0.48267,False,0.7974547826086956
8,-0.09865605679063777,0.5955,False,0.8381111111111111,0.09052507809514826,0.49249,False,0.8357132075471698,-25.456999999999912,0.09829,False,0.7140200000000001,0.0011906546684352648,0.88797,False,0.9597322222222223,0.0012636839057404807,0.17366,False,0.7118159999999999
9,0.15146287873052744,0.29777,False,0.72116875,-0.13632864264816807,0.17581,False,0.8317744,5.840499999999835,0.65961,False,0.8654338983050847,-0.00830613474173969,0.78619,False,0.9597322222222223,-0.0002652856179125966,0.69201,False,0.8482703225806452
10,0.22952982246225487,0.18456,False,0.6375709090909091,-0.08390523033398689,0.27343,False,0.8317744,-13.65949999999998,0.27267,False,0.7162281081081081,-0.039979435278760356,0.07381,False,0.5950799999999999,0.0007348978208903886,0.23325,False,0.7118159999999999
11,-0.22609597555046013,0.09948,False,0.504032,0.14952891472040455,0.14578,False,0.8286714285714286,17.685,0.34847,False,0.7162281081081081,-0.010897689958038193,0.18148,False,0.892802962962963,-0.0006497036159081697,0.43065,False,0.7974547826086956
12,-0.07517224980879522,0.50559,False,0.7720258823529412,0.02905222249047945,0.74702,False,0.8889277611940299,-13.68249999999989,0.50274,False,0.806075,0.005183091721662869,0.70427,False,0.9597322222222223,0.00057612619526793,0.47276,False,0.7974547826086956
13,0.007162587429912465,0.94443,False,0.96779,-0.04128964808259761,0.54382,False,0.8357132075471698,-29.789500000000032,0.24894,False,0.7162281081081081,-0.015900736800547044,0.5194,False,0.9387237209302326,0.0013583329077747636,0.20368,False,0.7118159999999999
14,-0.02485198078847789,0.92357,False,0.96779,0.039914944634699134,0.55255,False,0.8357132075471698,-15.012500000000102,0.2257,False,0.7162281081081081,-0.01865244233652774,0.15551,False,0.8531542857142858,0.0006406520293012058,0.28917,False,0.757916129032258
15,0.15677473803342107,0.51807,False,0.7720258823529412,-0.08995332015805135,0.77533,False,0.8889277611940299,-32.38349999999991,0.29218,False,0.7162281081081081,-0.0072470982105814485,0.62844,False,0.9597322222222223,0.001493246116896654,0.28994,False,0.757916129032258
16,16.070554492338598,0.0,True,0.0,9.631056971550777,0.00085,True,0.0323,249.08050000000026,0.0994,False,0.7140200000000001,-5.43598603920713,0.00228,False,0.17328,-0.00755163327404655,0.00072,True,0.027360000000000002
17,8.965427685287363,0.00011,True,0.002786666666666667,5.546055914691323,0.01509,False,0.28671,312.26400000000024,0.00088,True,0.033440000000000004,0.3788395879261106,0.40765,False,0.9387237209302326,-0.004579874795466992,0.0019,True,0.048133333333333334
18,5.747836036374434,6e-05,True,0.0022800000000000003,4.161985853567486,0.00033,True,0.02508,144.14949999999988,0.01463,False,0.27797000000000005,0.5405937847858286,0.40365,False,0.9387237209302326,-0.0028108489955180355,0.0514,False,0.6510666666666667
19,2.031965564737761,0.03257,False,0.24753200000000003,0.7988978635439175,0.64195,False,0.8612861016949153,71.21849999999998,0.09692,False,0.7140200000000001,-0.2766270685376355,0.83281,False,0.9597322222222223,-0.0033962385227791388,0.04335,False,0.6510666666666667
20,2.515400979815274,0.00481,False,0.06092666666666667,1.2715326808352585,0.36586,False,0.8357132075471698,102.76350000000008,0.57313,False,0.8264101818181818,0.1540956815937875,0.69277,False,0.9597322222222223,-0.0019335422203251226,0.36437,False,0.7777470270270269
21,2.239618974389262,0.00968,False,0.10509714285714286,1.077063428085847,0.12961,False,0.8286714285714286,111.96650000000012,0.01041,False,0.26372,0.9632793710742691,0.0505,False,0.5950799999999999,-0.0017588035284178058,0.19141,False,0.7118159999999999
22,2.1408053072792175,0.15209,False,0.5504209523809523,0.42008692077900234,0.55263,False,0.8357132075471698,37.40600000000005,0.39959,False,0.7923,-0.27627862895206334,0.73394,False,0.9597322222222223,-0.0015423799613015349,0.14193,False,0.7118159999999999
23,1.416316436525906,0.25253,False,0.72116875,0.5280165774711603,0.58153,False,0.8357132075471698,49.369499999999945,0.21618,False,0.7162281081081081,0.1808667212959545,0.73878,False,0.9597322222222223,-0.0006302926151134335,0.34212,False,0.7777470270270269
24,1.8095887381768936,0.03967,False,0.2712566666666667,0.807448516559615,0.24274,False,0.8317744,26.709500000000062,0.58643,False,0.8264101818181818,0.20307718298735278,0.61247,False,0.9597322222222223,-0.0006768295062086274,0.69,False,0.8482703225806452
25,1.491735423058128,0.04283,False,0.2712566666666667,-0.09701810379114617,0.92728,False,0.9523416216216216,14.370000000000118,0.50103,False,0.806075,0.04658139535772854,0.89223,False,0.9597322222222223,-0.001293460736833998,0.46633,False,0.7974547826086956
26,0.48998453696135535,0.39607,False,0.7720258823529412,0.11595719338550259,0.90319,False,0.9523416216216216,12.678999999999846,0.71388,False,0.8829418750000001,0.19229521742672162,0.70874,False,0.9597322222222223,0.000378030283551857,0.7138,False,0.857339375
27,0.9399223019463092,0.36092,False,0.7720258823529412,-0.5436206300213029,0.54754,False,0.8357132075471698,58.39199999999999,0.04429,False,0.673208,-0.19473045713786874,0.44509,False,0.9387237209302326,-0.001368303566206125,0.13028,False,0.7118159999999999
28,2.471148341276819,0.02309,False,0.219355,1.0386384814645861,0.33529,False,0.8357132075471698,68.83349999999996,0.11274,False,0.7140200000000001,0.41141691421437887,0.4432,False,0.9387237209302326,-0.002203173735888929,0.08411,False,0.653448
29,1.4069580224675138,0.12666,False,0.535496,0.7003709929458934,0.44794,False,0.8357132075471698,49.88399999999998,0.09591,False,0.7140200000000001,0.5039484470053788,0.27732,False,0.892802962962963,-0.0005833796564547536,0.42425,False,0.7974547826086956
30,0.5260624907708837,0.26091,False,0.72116875,-0.6676866087088749,0.38839,False,0.8357132075471698,-5.996500000000026,0.69105,False,0.87533,-0.3097187698492725,0.21165,False,0.892802962962963,-0.00039476798353899403,0.79022,False,0.8632188571428572
31,3.8807724935684758,0.00115,True,0.02185,1.303606200906915,0.25231,False,0.8317744,40.85099999999987,0.29791,False,0.7162281081081081,0.16946235126317521,0.47262,False,0.9387237209302326,-0.0014259535831227192,0.47969,False,0.7974547826086956
32,2.3417116535332396,0.02706,False,0.2285066666666667,-0.36318140414679245,0.66863,False,0.8612861016949153,-36.289500000000096,0.56,False,0.8264101818181818,-0.10517045175509665,0.69533,False,0.9597322222222223,0.0001522702292676148,0.92737,False,0.952434054054054
33,-0.994527252123607,0.29516,False,0.72116875,-1.998796509228378,0.07689,False,0.6492933333333334,-50.27399999999987,0.23536,False,0.7162281081081081,-0.45328289451476955,0.19273,False,0.892802962962963,0.0007008128989992625,0.30793,False,0.757916129032258
34,0.6158367452945319,0.45169,False,0.7720258823529412,-0.48246791087764374,0.58134,False,0.8357132075471698,-11.963999999999928,0.79573,False,0.9026191044776121,0.2394004725907939,0.73084,False,0.9597322222222223,-0.0008425303351648622,0.51716,False,0.8021257142857142
35,0.32799038677313386,0.67279,False,0.8382301639344262,-2.0746599573925746,0.22399,False,0.8317744,5.593999999999895,0.90843,False,0.9683033333333334,-0.5241236776683165,0.05921,False,0.5950799999999999,-0.0005469113689794969,0.56021,False,0.8183335849056604
36,0.8066157821306144,0.42803,False,0.7720258823529412,-1.1274769926242796,0.23744,False,0.8317744,27.820500000000038,0.34516,False,0.7162281081081081,-0.5984845368537286,0.24841,False,0.892802962962963,-0.0014882671283197556,0.37864,False,0.7777470270270269
37,0.9618246164238238,0.66915,False,0.8382301639344262,-0.713487208125617,0.33952,False,0.8357132075471698,3.905999999999949,0.97532,False,0.9883242666666666,-0.31128150244262365,0.39857,False,0.9387237209302326,-0.0017212322755975652,0.40733,False,0.7974547826086956
38,1.8584236791905948,0.09882,False,0.504032,-0.3490099581345727,0.6508,False,0.8612861016949153,52.800500000000056,0.21767,False,0.7162281081081081,-0.3307422636828088,0.39988,False,0.9387237209302326,-0.0017348218070585598,0.06117,False,0.653448
39,0.8520296679054913,0.43334,False,0.7720258823529412,-0.5588747787151123,0.64533,False,0.8612861016949153,28.066000000000024,0.2674,False,0.7162281081081081,-0.16304904583007218,0.29982,False,0.892802962962963,-0.0014459646332557335,0.29506,False,0.757916129032258
40,-0.357053612727235,0.78809,False,0.8808064705882352,-1.7909332877338593,0.0368,False,0.46613333333333334,-6.720999999999918,0.66722,False,0.8654338983050847,-0.12607091326374764,0.51355,False,0.9387237209302326,-0.0012269526199108066,0.27151,False,0.757916129032258
41,1.2516113154678468,0.14092,False,0.535496,-0.5912420224347499,0.21517,False,0.8317744,-28.153499999999955,0.59806,False,0.8264101818181818,-0.41808764609297455,0.15095,False,0.8531542857142858,-0.00036983692724584447,0.7589,False,0.8632188571428572
