0,539.565,1157.9,333,0,0,0,1,0,1
1,544.28,1414.69,666,0,0,1,3,0,1
2,519.122,1419.77,666,0,1,2,3,1,1
3,533.579,1024.65,333,0,1,3,1,1,1
