0,652.274,1088.19,333,0,0,0,1,0,1
1,540.246,1045.44,444,0,0,1,2,0,1
2,432.034,983.076,666,0,0,2,3,0,1
3,762.015,2522.96,666,60,1,3,3,0,1
4,505.65,1123.38,444,60,1,4,2,0,1
5,491.239,1111.05,333,60,1,5,1,0,1
